iteration,action,tested_feature,decision,f1_score,f1_improvement,num_features,accuracy,precision,sensitivity,auc_roc,selected_features
0,BASELINE,N/A,N/A,0.8799999999999999,0.0,15,0.85,0.8461538461538461,0.9166666666666666,0.9166666666666666,"FPCI, Total Saccade Amplitude, FIXATION_COUNT, AS, AVERAGE_FIXATION_DURATION, OEI, Valid Viewing Duration, Dynamic range of pupil size, FSI, PIS, PRR, AVERAGE_SACCADE_AMPLITUDE, FSI2, SACCADE_COUNT, Fixation_skewness"
1,KEEP,SER,ACCEPTED,0.888888888888889,0.008888888888889057,16,0.85,0.8,1.0,0.875,"FPCI, Total Saccade Amplitude, FIXATION_COUNT, AS, AVERAGE_FIXATION_DURATION, OEI, Valid Viewing Duration, Dynamic range of pupil size, FSI, PIS, PRR, AVERAGE_SACCADE_AMPLITUDE, FSI2, SACCADE_COUNT, Fixation_skewness, SER"
