pic_3_3,CURRENT_FIX_DURATION,CURRENT_SAC_AMPLITUDE,CURRENT_SAC_AVG_VELOCITY,AVERAGE_FIXATION_DURATION,AVERAGE_SACCADE_AMPLITUDE,FIXATION_COUNT,PUPIL_SIZE_MAX,PUPIL_SIZE_MEAN,PUPIL_SIZE_MIN,SACCADE_COUNT,calculated_result
obj_027.jpg,5792.0,62.46,32.67,480.08,5.2,13,4200,3112.74,0,12,66.1328756610861
obj_179.jpg,7546.0,59.57,87.03,330.94,3.51,18,4317,3073.76,0,17,84.1782677942872
outman_015.jpg,8327.0,101.24,104.08,226.76,4.22,25,3464,2713.96,0,24,79.74722500047012
outman_045.jpg,5600.0,106.06,32.26,465.31,8.16,13,3797,2917.31,0,13,108.31491318718074
outman_063.jpg,7275.0,130.82999999999998,70.15,297.95,6.89,19,3845,2657.54,0,19,116.55784871592414
outna_005.jpg,5402.0,118.22,110.25,296.85,5.91,20,3770,2878.28,0,20,197.35965365034804
outna_015.jpg,4933.0,108.36,124.06,468.92,9.03,13,3193,2430.24,0,12,153.06871728692815
outna_045.jpg,2678.0,57.93,178.65,791.0,8.28,8,3315,2596.76,0,7,191.65904922774484
outna_059.jpg,5743.0,42.69,143.59,804.25,6.1,8,4326,3272.45,0,7,121.1625863562646
outna_067.jpg,3760.0,86.62,211.29,633.1,9.62,10,3531,2735.52,1669,9,187.308458285334
outna_089.jpg,6702.0,92.73,76.36,377.62,6.18,16,3675,2424.54,0,15,181.9061162274876
outna_199.jpg,4099.0,102.51,201.61,379.38,6.83,16,3308,2611.14,0,15,157.68966757356728
pat_003.jpg,280.0,8.58,199.58,3370.5,8.58,2,2883,2119.88,1524,1,117.96608807823073
pat_009.jpg,1840.0,78.49,56.96,581.73,7.85,11,3893,2358.1,1722,10,216.6651051632951
pat_033.jpg,5249.0,107.98,106.29,316.11,6,19,3800,2892.5,0,18,173.50948507582237
pat_043.jpg,10500.0,51.0,142.4,812.38,7.28,8,3704,2432.85,1784,7,149.8897994599143
pat_159.jpg,709.0,12.08,65.85,1674.5,4.03,4,3042,2593.43,2179,3,180.88651412656407
pre01.jpg,3332.0,18.91,64.79,945.57,3.15,7,3817,2971.3,1714,6,112.3685500472922
pre02.jpg,2988.0,85.36,170.38,635.3,9.48,10,3232,2570.22,1713,9,140.9908286437364
pre03.jpg,2070.0,71.57,227.25,916.71,11.93,7,2962,2479.0,0,6,154.05200574691742
pre04.jpg,1945.0,77.96000000000001,212.4,581.0,7.79,11,3642,2823.88,1929,10,272.8946714399719
pre06.jpg,10406.0,79.52,86.51,568.73,7.95,11,3368,2745.59,1652,10,151.25022688853406
pre10.jpg,4355.0,67.21,257.28,1081.67,13.44,6,4577,3100.61,1979,5,200.09061555935924
pre11.jpg,6542.0,127.35,63.77,350.88,7.96,17,3386,2582.47,772,16,171.83862862133674
pre12.jpg,3804.0,124.71,62.64,376.38,8.31,16,3512,2509.91,0,15,163.84146410315304
pre13.jpg,11523.0,90.01,205.48,512.17,8.18,12,3549,2722.31,0,11,172.5810832771388
pre18.jpg,1965.0,49.7,228.02,1087.0,9.94,6,3787,2725.49,1806,5,153.33737192488817
pre22.jpg,4457.0,66.57,160.39,393.75,4.44,16,3406,2803.88,1757,15,205.44101505675297
pre23.jpg,6194.0,37.41,142.02,706.22,4.68,9,4014,3030.54,0,8,165.2223582335021
pre25.jpg,846.0,57.22,267.68,1315.8,14.3,5,3366,2617.71,1829,4,184.01768021058547
pre26.jpg,7017.0,176.26,123.64,232.83,7.34,24,4273,2834.74,0,24,157.94702295741098
pre29.jpg,9923.0,49.9,95.54,364.76,3.12,17,3885,2955.95,0,16,69.8110662744774
pre31.jpg,6032.0,134.48,160.09,261.52,6.11,23,3843,2872.0,2124,22,144.4527708097142
pre32.jpg,8166.0,71.87,140.03,453.64,5.53,14,2758,2361.37,1878,13,127.26866588491436
rand_007.jpg,3834.0,46.34,152.62,930.43,7.72,7,3907,2995.13,1727,6,135.4187694403794
rand_115.jpg,801.0,20.3,6.09,1627.75,6.76,4,4441,3057.52,1816,3,162.726018036429
sat_087.jpg,12930.0,184.66,140.67,255.48,8.39,23,3514,2699.46,1694,22,219.1673694864284
sat_135.jpg,3552.0,107.29,233.1,523.92,9.76,12,3565,2821.88,1432,11,176.98548724817937
sat_153.jpg,22675.0,176.02,213.68,202.64,6.52,28,4208,3016.25,0,27,106.9860848747574
ske_001.jpg,5377.0,25.98,110.97,637.0,2.89,10,3189,2195.59,0,9,62.89278193039486
ske_005.jpg,2797.0,24.74,67.45,1102.83,4.95,6,3409,2442.2,1858,5,100.15223371406218
ske_007.jpg,1374.0,25.98,19.09,1080.0,5.2,6,2857,2208.46,0,5,91.26830200673244
soc_035.jpg,2349.0,71.09,202.44,644.4,7.9,10,3994,2763.4,1701,9,173.84654644143654
soc_059.jpg,6336.0,150.91,35.41,292.4,7.94,20,3461,2618.97,0,19,203.99914346613835
soc_097.jpg,10658.0,66.32,149.97,269.95,3.16,22,3365,2569.18,0,21,111.30406609784949
soc_175.jpg,8873.0,58.62,135.98,354.53,3.66,17,2968,2302.65,0,16,114.41781365274836
soc_187.jpg,3150.0,112.46,168.63,445.07,8.65,14,3353,2587.92,1679,13,190.73336855973423
act_001.jpg,984.0,8.48,73.86,2229.0,4.24,3,2355,1839.36,1214,2,162.16150476923167
act_025.jpg,5665.0,65.89,63.47,383.88,4.39,16,2813,2134.18,0,15,84.8714118682317
act_083.jpg,4239.0,44.97,64.49,484.69,3.75,13,1753,1484.33,0,12,62.55160306729449
act_151.jpg,4511.0,25.68,70.57,594.0,2.57,11,2576,1934.22,1426,10,111.57410931750368
affe_001.jpg,4869.0,29.06,23.87,394.12,1.82,16,2246,1726.14,0,16,124.35304511591202
affe_003.jpg,6616.0,67.69,217.52,410.47,4.83,15,2906,2247.67,0,14,112.38261078625716
affe_013.jpg,7946.0,46.71,173.22,426.13,3.34,15,2617,2183.17,1802,14,128.4865451505678
affe_087.jpg,5439.0,67.65,12.72,439.71,5.2,14,3405,2564.88,0,13,117.19802812929773
affe_155.jpg,6093.0,14.62,51.91,1337.6,3.66,5,2458,2009.35,1384,4,176.96047997014287
affe_181.jpg,4732.0,63.92,62.26,354.41,3.99,17,2786,2222.84,0,16,139.77094339348554
art_029.jpg,10562.0,59.54,75.02,326.39,3.5,18,2838,1702.83,0,17,58.16203767243377
art_041.jpg,70.0,9.46,181.95,3374.5,9.46,2,2231,1818.12,1517,1,106.84495272730092
art_051.jpg,5769.0,81.25,55.84,310.84,4.51,19,2482,1988.75,0,18,101.72776984866286
art_161.jpg,5496.0,70.64,9.77,312.5,4.16,18,2808,1933.15,0,17,145.08925612225008
art_163.jpg,5083.0,30.9,69.63,393.94,2.06,16,2825,2301.8,0,15,159.35420967110963
art_171.jpg,8803.0,52.87,60.11,344.72,3.11,18,2041,1650.65,664,17,158.53762862331916
bw_026.jpg,8485.0,53.16,89.08,386.56,3.54,16,2499,1929.53,0,15,86.02332501197631
bw_049.jpg,5230.0,76.53,119.4,312.94,4.5,18,3075,2149.64,0,17,113.29588468599012
cat_005.jpg,5930.0,74.59,69.1,275.0,3.73,21,3096,2514.27,0,20,104.28812579310129
cat_146.jpg,5615.0,75.64,132.1,348.59,4.73,17,2267,1852.39,0,16,122.62396899140998
cat_195.jpg,6089.0,37.73,72.47,474.85,3.14,13,2133,1491.81,0,12,124.96948310037078
cat_197.jpg,6270.0,96.89,74.55,351.29,6.06,17,2208,1715.88,0,16,143.2730446209262
fra_027.jpg,4608.0,15.8,57.14,568.82,1.58,11,2655,2061.97,0,10,44.75845561562779
fra_113.jpg,2029.0,6.44,44.34,955.0,1.07,7,2541,2084.53,1404,6,68.58288250052591
fra_195.jpg,5688.0,58.53,98.09,459.92,.,13,2982,2161.74,0,13,157.53019083030964
ind_003.jpg,6412.0,106.79,41.98,301.53,5.93,19,3518,2492.51,0,18,177.88878073013603
ind_007.jpg,2170.0,30.8,137.25,1657.75,10.27,4,2232,1847.07,1502,3,134.37305250250557
ind_077.jpg,8950.0,72.42,134.03,411.27,5.17,15,3170,2299.38,0,14,170.03876469611365
inv_005.jpg,5500.0,57.690000000000005,130.06,422.4,4.12,15,2907,1970.91,1664,14,88.60264293531993
inv_011.jpg,2416.0,6.18,65.88,1342.8,1.54,5,2684,2150.5,1362,4,96.3586301202046
inv_155.jpg,4076.0,54.97,193.53,510.08,4.58,12,2655,1993.39,0,12,111.34316308033893
inv_161.jpg,8735.0,108.87,106.27,393.8,.,15,2498,1997.17,0,15,165.98136621002334
inv_199.jpg,3761.0,27.2,59.97,575.36,2.72,11,3256,2519.37,0,10,55.911626406369614
jumb_007.jpg,4142.0,55.0,190.67,404.4,3.93,15,2032,1610.95,0,14,97.07667139312387
jumb_019.jpg,5292.0,23.28,126.74,513.67,2.12,12,2436,1903.76,0,11,48.58815675474148
jumb_045.jpg,6166.0,86.33,136.75,286.05,.,21,2975,2368.48,0,22,89.79750096361695
jumb_095.jpg,3679.0,25.23,54.15,515.75,2.1,12,2872,2166.93,0,12,52.249846067264265
line_009.jpg,5542.0,117.14,152.24,270.43,5.86,21,3295,1917.85,0,20,159.8005129536061
line_017.jpg,6131.0,154.42,8.13,262.24,7.72,21,2229,1621.5,0,20,191.09714536026016
low_001.jpg,3181.0,37.57,115.2,456.62,3.13,13,3510,2572.9,0,12,99.46244407498668
low_007.jpg,4983.0,29.02,137.21,636.7,3.22,10,2851,2175.79,0,9,88.32623553045659
low_009.jpg,3785.0,27.27,135.81,634.8,3.03,10,2714,2184.42,0,9,107.21965451349956
low_011.jpg,9316.0,42.1,47.0,386.62,2.81,16,2695,2205.17,0,15,70.91727657973317
low_015.jpg,5023.0,7.87,11.85,639.7,0.87,10,1995,1657.65,0,9,18.94710984068848
low_017.jpg,3889.0,66.1,146.28,420.5,5.08,14,3392,2612.8,0,13,124.49349101914557
low_037.jpg,4343.0,40.47,57.72,480.92,3.37,13,2854,2261.1,0,12,109.7452618259756
noi_001.jpg,5658.0,90.5,4.38,373.44,6.03,16,2800,2222.97,0,15,234.69571217201803
noi_005.jpg,4832.0,42.3,55.16,477.31,3.25,13,2644,2200.53,0,13,139.20777264528166
noi_027.jpg,15686.0,48.43,5.81,561.45,4.84,11,2007,1628.18,0,10,78.48872305111364
noi_047.jpg,8204.0,30.06,64.16,403.5,2,16,2000,1708.17,1385,15,116.1829308037617
noi_063.jpg,5107.0,51.650000000000006,85.83,478.08,4.3,13,2986,2110.26,0,12,74.1248086866123
noi_081.jpg,5286.0,20.18,38.14,435.2,1.44,15,2676,2141.97,1659,14,51.50762417104716
noi_167.jpg,3942.0,17.009999999999998,59.41,627.1,1.89,10,2093,1744.85,0,9,188.37222027267111
obj_027.jpg,4019.0,28.31,95.51,728.33,3.54,9,2340,1945.57,1432,8,53.65007261285291
obj_179.jpg,5857.0,25.64,65.53,524.25,2.33,12,3331,2245.8,0,11,76.74828156296675
outman_015.jpg,13170.0,36.42,55.34,407.0,2.6,15,2248,1882.27,0,14,126.37504518575072
outman_045.jpg,5460.0,63.53,143.76,318.35,3.74,17,3011,2195.23,0,17,74.97905763269326
outman_063.jpg,4720.0,27.94,8.04,403.64,2.15,14,2677,1921.31,0,13,118.16768408078168
outna_005.jpg,6081.0,46.61,124.08,475.85,3.88,13,2558,1912.2,0,12,171.15853242274812
outna_015.jpg,4448.0,29.92,48.64,482.77,2.49,13,2114,1714.21,0,12,159.6959878837096
outna_045.jpg,6454.0,34.9,68.31,473.69,2.69,13,2257,1820.65,0,13,78.74815037413819
outna_059.jpg,5453.0,53.96,134.52,401.07,.,15,2998,2363.44,0,16,215.26343266773924
outna_067.jpg,14635.0,50.82,43.78,360.06,3.18,17,1894,1485.35,0,16,173.8461944695289
outna_089.jpg,4341.0,15.61,57.77,623.8,1.73,10,2329,1784.38,0,9,144.77848072997296
outna_199.jpg,3706.0,20.14,6.01,785.88,2.88,8,2919,2321.06,0,7,109.21300228602892
pat_003.jpg,5914.0,38.44,66.36,357.76,2.4,17,2218,1578.14,0,16,103.56738463285676
pat_009.jpg,2873.0,8.78,35.69,1111.5,1.75,6,2044,1807.65,1490,5,66.04036914775659
pat_033.jpg,6011.0,39.03,4.92,413.5,3,14,3280,2222.08,0,13,57.4201679313116
pat_043.jpg,6657.0,40.28,72.9,402.07,2.88,15,1994,1661.18,0,14,213.29801543932524
pat_159.jpg,8396.0,35.87,91.66,380.62,2.39,16,2087,1687.89,0,15,135.4094760540507
pre01.jpg,6813.0,69.14999999999999,160.6,454.38,5.76,13,2318,1915.66,0,12,118.3117047843382
pre02.jpg,5227.0,24.45,41.91,591.82,2.45,11,2264,1902.6,1449,10,122.27763828741034
pre03.jpg,7101.0,62.65,191.36,347.72,3.68,18,2395,1751.96,1241,17,176.69711983755812
pre04.jpg,5819.0,74.8,62.34,408.87,5.34,15,2472,1673.46,0,14,114.6714168518266
pre06.jpg,5757.0,129.6,76.68,263.5,5.89,22,2635,2018.66,0,22,88.25889400059063
pre10.jpg,6416.0,73.49,89.36,331.5,4.32,18,2889,2121.66,0,17,146.47122054375714
pre11.jpg,6105.0,52.5,70.06,482.15,4.38,13,2564,2009.18,0,12,112.50688790181634
pre12.jpg,7193.0,138.63,120.48,395.13,9.9,15,2417,1844.24,0,14,194.16628883758443
pre13.jpg,13691.0,63.42,206.19,348.72,3.73,18,2199,1807.56,1357,17,208.3307414150804
pre18.jpg,5347.0,88.68,196.23,318.16,4.93,19,2388,2066.69,0,18,172.1623299943338
pre22.jpg,9609.0,95.6,92.47,373.19,5.97,16,2728,1995.56,0,16,162.62033594331513
pre23.jpg,5880.0,92.4,150.99,305.47,5.13,19,3390,2312.6,0,18,178.97201311613088
pre25.jpg,3795.0,28.8,40.56,543.67,2.62,12,2305,1804.2,1374,11,137.0822127085806
pre26.jpg,5924.0,48.45,165.45,437.57,3.73,14,3220,2448.55,0,13,91.00143706937094
pre29.jpg,4963.0,31.14,100.12,464.23,2.59,13,2810,2117.67,0,12,48.79888413683552
pre31.jpg,7239.0,53.61,58.74,395.4,3.83,15,2977,2163.14,0,14,178.9829540821416
pre32.jpg,5434.0,52.79,77.72,519.83,4.8,12,2479,2115.51,0,11,111.2737963980579
rand_007.jpg,5171.0,53.11,101.66,406.8,3.79,15,2900,2066.95,0,14,74.31080213211338
rand_115.jpg,5330.0,41.82,1.99,492.33,3.8,12,2535,1924.06,0,11,108.658481575827
sat_087.jpg,6434.0,45.63,39.91,434.0,3.26,14,2222,1825.09,0,14,86.1492010550385
sat_135.jpg,6396.0,74.81,186.55,347.94,4.67,17,3367,2493.19,0,16,225.89308935652096
sat_153.jpg,4635.0,58.96,60.55,455.85,4.91,13,3490,2512.88,0,12,103.91583132946027
ske_001.jpg,3665.0,16.259999999999998,27.34,581.55,1.63,11,2262,1656.56,0,10,78.5976852150762
ske_005.jpg,6108.0,48.41,45.65,389.19,3.23,16,3196,1687.83,0,15,112.33575174152732
ske_007.jpg,5822.0,35.14,85.25,520.75,2.93,12,2187,1557.62,0,12,106.21403129815758
soc_035.jpg,4410.0,48.61,99.85,398.73,3.47,15,2845,2192.74,0,14,101.93288445181572
soc_059.jpg,4238.0,25.31,1.51,561.45,2.53,11,2555,1964.65,0,10,58.68317376108736
soc_097.jpg,5530.0,41.27,191.28,456.93,3.17,14,2529,2141.34,1661,13,131.5192422264572
soc_175.jpg,5176.0,57.98,109.28,314.84,3.22,19,2829,2238.85,0,18,137.1224006962482
soc_187.jpg,5650.0,62.83,175.91,479.62,5.24,13,2650,2006.47,0,12,87.68972035410505
act_001.jpg,6403.0,101.62,10.62,230.87,4.42,23,3397,2410.8,0,23,230.40276315704244
act_025.jpg,4881.0,108.05,99.11,281.1,5.15,21,3609,2715.24,0,21,191.71416378320487
act_083.jpg,3972.0,159.97,87.75,320.94,9.41,17,3706,2628.86,0,17,168.26051147563575
act_151.jpg,5298.0,84.19,28.29,311.53,4.68,19,2946,2242.56,0,18,172.6467059269313
affe_001.jpg,3716.0,153.77,148.55,302.53,8.09,19,3334,2548.12,0,19,229.51909741514635
affe_003.jpg,4086.0,79.65,246.57,381.47,5.31,15,3674,2549.86,0,15,178.66487900746634
affe_013.jpg,6887.0,134.11,138.0,190.5,4.97,28,3571,2757.53,0,27,196.65611189035025
affe_087.jpg,4325.0,92.57,107.17,332.71,.,17,3832,2730.44,0,17,181.8520791557355
affe_155.jpg,4897.0,89.94,186.42,279.95,4.5,21,3442,2570.66,0,20,218.4117801549429
affe_181.jpg,7806.0,136.66,225.17,265.1,6.51,21,2847,2122.94,0,21,216.6813486335089
art_029.jpg,5021.0,146.25,117.59,250.62,7.31,21,3529,2601.09,0,20,231.60651285628592
art_041.jpg,8359.0,238.5,251.85,176.0,8.52,29,3164,2432.8,0,28,267.77545594973253
art_051.jpg,5772.0,81.74,75.09,279.19,4.09,21,3258,2480.81,0,20,180.30783426165328
art_161.jpg,4190.0,122.88,311.18,284.67,6.15,21,3537,2619.35,0,20,200.6669488152059
art_163.jpg,4274.0,82.01,237.5,361.19,5.47,16,3597,2572.35,0,15,254.39174891297745
art_171.jpg,5602.0,84.65,85.06,342.53,5.29,17,3778,2269.39,0,16,183.73769041950223
bw_026.jpg,6272.0,88.78,149.86,278.85,4.44,20,3367,2379.03,0,20,146.63420554238206
bw_049.jpg,4732.0,74.78,200.42,360.88,4.67,17,3247,2470.57,0,16,181.74230267405767
cat_005.jpg,4422.0,62.39,215.05,425.33,4.45,15,3037,2424.71,1635,14,170.32905888918853
cat_146.jpg,5383.0,113.62,89.54,260.48,5.41,21,3205,2465.04,0,21,214.2697339378179
cat_195.jpg,10316.0,99.77,154.37,234.12,4.34,24,3338,2196.06,0,23,250.56427116313225
cat_197.jpg,6002.0,118.83,39.41,278.1,5.94,21,3406,2241.33,0,20,183.39801038688643
fra_027.jpg,4633.0,114.08,225.97,342.94,7.13,17,3688,2442.68,0,16,186.7019147325536
fra_113.jpg,7636.0,115.61,92.92,227.95,5.5,21,3559,2323.63,0,21,136.9352437125254
fra_195.jpg,6143.0,89.88,41.49,300.65,4.73,20,3504,2667.18,0,19,187.21394134370905
ind_003.jpg,6557.0,152.59,188.34,263.05,7.63,21,3354,2534.86,0,20,177.13175379192572
ind_007.jpg,6696.0,135.9,44.61,272.55,7.15,20,3378,2451.97,0,19,194.5731775011906
ind_077.jpg,7035.0,99.24,195.68,238.38,4.32,24,3735,2582.99,0,23,195.4661260463667
inv_005.jpg,5329.0,41.23,86.33,542.18,4.12,11,3360,2665.35,0,10,149.3145729732519
inv_011.jpg,5857.0,106.66,186.18,287.2,5.61,20,3687,2689.41,0,19,214.71008706200595
inv_155.jpg,6948.0,131.88,139.72,282.2,6.94,20,3369,2452.03,0,19,159.24425027721412
inv_161.jpg,5505.0,97.99,256.01,244.35,4.45,23,2893,2274.11,0,22,191.26052126012087
inv_199.jpg,3080.0,75.15,33.84,372.5,5.01,16,3095,2403.0,0,15,196.471038315704
jumb_007.jpg,5361.0,166.48,115.67,271.05,9.25,19,3673,2485.62,0,18,193.51955080396297
jumb_019.jpg,4438.0,134.14,235.07,279.3,7.06,20,3605,2544.98,0,19,188.8085966128824
jumb_045.jpg,7001.0,133.99,109.61,267.64,6.38,22,3478,2632.74,0,21,197.11566911445425
jumb_095.jpg,8141.0,201.18,274.99,233.96,9.15,23,3662,2719.81,0,22,275.83439027147847
line_009.jpg,5302.0,119.78,116.59,282.68,6.65,19,2876,1951.16,0,18,227.26385960985343
line_017.jpg,5760.0,130.21,117.35,309.58,6.85,19,2850,2077.18,0,19,216.8363452084729
low_001.jpg,5363.0,189.6,205.28,304.67,11.15,18,3991,2800.44,0,17,222.7091732103664
low_007.jpg,4982.0,144.11,94.31,252.32,6.86,22,3237,2510.45,0,21,171.92160236992532
low_009.jpg,4487.0,103.84,89.86,346.24,6.49,17,3530,2532.16,0,16,122.32959225303078
low_011.jpg,3097.0,92.07,192.12,319.94,5.76,17,3099,2409.78,0,16,139.24215541611244
low_015.jpg,3537.0,123.03,119.86,396.79,8.79,14,3488,2408.59,0,14,188.459108904632
low_017.jpg,5799.0,136.27,21.0,236.41,6.49,22,3572,2680.96,0,21,129.7595582496355
low_037.jpg,4205.0,131.79,234.37,347.75,8.79,16,3564,2595.78,0,15,203.8087015822694
noi_001.jpg,5712.0,119.29,138.84,370.12,7.95,16,3195,2519.78,0,15,195.356335124893
noi_005.jpg,2597.0,64.44,99.47,484.42,5.86,12,3239,2437.88,0,11,174.66914359897592
noi_027.jpg,5651.0,140.96,187.19,341.47,8.81,17,3130,2402.3,0,16,235.9795965113532
noi_047.jpg,3756.0,120.93,224.26,253.29,6.05,21,3371,2423.29,0,20,152.44698728328464
noi_063.jpg,4135.0,102.11,142.23,283.21,5.67,19,3273,2607.98,0,18,85.05006919370925
noi_081.jpg,4088.0,96.24,187.68,376.73,6.87,15,3760,2680.0,0,14,212.82719825058743
noi_167.jpg,3979.0,112.0,40.22,353.44,7.47,16,2888,2151.13,0,15,179.3340169318961
obj_027.jpg,6138.0,64.09,41.66,333.06,3.77,18,3544,2715.9,0,17,157.37431796938628
obj_179.jpg,6171.0,134.39,173.24,234.83,6.11,23,3147,2354.23,0,22,192.69616894850617
outman_015.jpg,9183.0,110.13,140.15,219.96,4.59,25,3362,2358.1,0,24,166.36892411618734
outman_045.jpg,5715.0,85.69,205.63,274.24,4.28,21,3794,2743.05,0,20,165.7899360009887
outman_063.jpg,5749.0,98.64,169.34,286.0,5.19,20,3296,2534.82,0,19,160.4497821529274
outna_005.jpg,5675.0,99.13,127.24,268.55,5.22,20,3345,2299.93,0,19,278.2751116761144
outna_015.jpg,3079.0,99.27,159.28,365.69,6.62,16,3635,2640.95,0,15,212.84165053304548
outna_045.jpg,4473.0,134.87,6.65,239.5,6.13,22,3340,2690.85,0,22,212.40259531290783
outna_059.jpg,5888.0,148.04,238.64,260.24,7.4,21,3722,2654.25,0,20,236.83978258911736
outna_067.jpg,6484.0,179.39,194.13,249.0,8.54,21,3478,2218.82,0,21,239.5727117081824
outna_089.jpg,7587.0,171.12,92.3,199.7,7.44,23,3516,2508.78,0,23,207.16493656789507
outna_199.jpg,5289.0,133.45,77.17,313.33,7.85,18,3998,2780.41,0,17,207.9333178771344
pat_003.jpg,6844.0,100.09,106.54,380.13,7.15,15,2896,2253.29,0,14,149.13910378791468
pat_009.jpg,5150.0,166.1,177.49,288.95,8.74,20,3064,2088.71,0,19,192.8808387155497
pat_033.jpg,6277.0,107.85,130.41,290.68,5.99,19,3473,2537.41,0,18,175.32859514069452
pat_043.jpg,5776.0,181.68,60.34,236.91,8.65,22,3177,2366.92,0,21,173.91769847693487
pat_159.jpg,4888.0,132.28,120.99,281.4,6.96,20,2532,2031.43,0,19,147.4659789810575
pre01.jpg,5323.0,197.37,153.83,251.05,10.39,20,3559,2318.26,0,19,185.1249962833095
pre02.jpg,3844.0,93.62,129.36,292.05,4.93,20,3255,2350.06,0,19,160.23716475896305
pre03.jpg,4448.0,96.12,51.22,387.87,6.87,15,2909,2215.62,0,14,189.4134324532208
pre04.jpg,3965.0,125.92,67.34,272.9,6.3,21,2956,2160.39,0,20,235.96548959353635
pre06.jpg,7588.0,167.08,66.34,230.79,7.26,24,2701,2207.6,0,23,207.6738573981516
pre10.jpg,4184.0,92.35,71.19,309.59,5.77,17,3854,2661.95,0,16,148.60024427083408
pre11.jpg,3097.0,84.38,40.77,356.76,5.27,17,3672,2697.37,0,16,198.228091102156
pre12.jpg,4616.0,135.07999999999998,87.45,327.18,7.95,17,3593,2632.07,0,17,191.9480409844556
pre13.jpg,1748.0,71.57,27.99,504.25,6.51,12,3060,2375.12,0,11,162.30416861138852
pre18.jpg,4404.0,129.59,49.29,297.61,7.62,18,2981,2226.39,0,17,175.2879059620963
pre22.jpg,4352.0,120.4,209.4,250.43,6.02,21,3719,2603.17,0,20,229.2833917268744
pre23.jpg,7522.0,125.77,37.41,237.71,5.24,24,3986,2774.1,0,24,185.00770360961425
pre25.jpg,5131.0,123.66,51.7,312.39,7.27,18,3091,2423.71,0,17,210.97619674140256
pre26.jpg,4685.0,108.87,68.27,290.05,5.73,20,3908,2950.66,0,19,152.4624233713125
pre29.jpg,6271.0,98.27,124.84,299.47,5.46,19,3604,2715.4,0,18,119.94671095230052
pre31.jpg,5607.0,130.01,125.08,279.29,6.5,21,3033,2365.53,0,20,201.95138660930664
pre32.jpg,6552.0,138.07,247.41,359.62,9.2,16,3107,2481.75,0,15,172.07808814026268
rand_007.jpg,5635.0,134.0,81.76,210.48,6.09,23,3700,2537.02,0,22,203.81232236924097
rand_115.jpg,6171.0,113.83,195.94,298.4,5.99,20,3316,2581.56,0,19,176.8668454161431
sat_087.jpg,8447.0,162.17,93.26,191.56,6.24,27,3570,2274.05,0,26,196.01227933486777
sat_135.jpg,6435.0,133.71,238.35,367.19,8.92,16,3605,2725.83,0,15,223.72606267061275
sat_153.jpg,5224.0,87.73,90.35,353.41,5.48,17,3864,2719.39,0,16,207.03706604024995
ske_001.jpg,4379.0,63.3,43.41,464.54,5.27,13,2624,2069.26,0,12,122.95950464861744
ske_005.jpg,5798.0,102.26,30.15,367.4,7.3,15,3088,1914.78,0,14,140.71625149382547
ske_007.jpg,3452.0,59.32,54.19,540.36,5.93,11,3474,2061.47,0,10,146.125470765404
soc_035.jpg,4109.0,106.37,58.82,331.65,6.65,17,3368,2490.28,0,16,155.19540251027328
soc_059.jpg,8560.0,124.7,234.9,253.09,5.94,22,3399,2527.47,0,21,196.8829985230172
soc_097.jpg,5094.0,83.76,33.72,335.82,5.24,17,3978,2719.89,0,16,176.15588397763807
soc_175.jpg,6751.0,128.33,254.7,273.57,6.42,21,3206,2529.99,0,20,179.4502725689402
soc_187.jpg,3138.0,70.16,123.49,353.47,4.39,17,3347,2662.93,0,16,128.91037412938027
act_001.jpg,5378.0,164.38,287.64,210.54,6.58,26,2325,1630.86,0,25,165.1782470294923
act_025.jpg,4802.0,184.83,212.0,211.87,8.4,23,1546,1057.03,0,22,154.39809640314593
act_083.jpg,4139.0,181.7,175.24,221.88,7.9,24,1685,1286.47,0,23,202.02182398703545
act_151.jpg,4726.0,207.91,200.39,207.88,8.66,24,1428,1104.45,0,24,157.08324658473907
affe_001.jpg,5796.0,183.93,265.96,192.73,7.08,26,1686,1223.01,0,26,140.39197025103834
affe_003.jpg,5550.0,206.91,329.72,240.29,9.0,24,2123,1693.66,0,23,238.4757247801668
affe_013.jpg,5100.0,206.92,190.65,207.08,8.28,26,2237,1611.44,0,25,174.11808607127418
affe_087.jpg,4204.0,187.95,82.62,202.62,7.52,26,2000,1434.89,0,25,177.30000485087075
affe_155.jpg,5119.0,173.4,139.88,204.0,7.23,25,1401,1016.69,0,24,164.1938617258863
affe_181.jpg,4253.0,221.86,295.14,220.68,10.56,22,1555,1098.07,0,21,191.3843680783393
art_029.jpg,5496.0,234.19,224.56,185.56,9.01,27,1358,1064.27,0,26,165.58305191187412
art_041.jpg,4358.0,195.17,91.84,203.68,7.81,25,1962,1370.66,0,25,150.7599326253534
art_051.jpg,4785.0,170.54,86.64,217.42,7.11,24,1799,1223.02,0,24,112.83459085616448
art_161.jpg,4847.0,166.06,234.72,222.42,6.92,24,2312,1569.46,0,24,164.5503576452681
art_163.jpg,5363.0,210.4,180.54,259.95,10.52,20,1638,1049.92,0,20,188.7950982017976
art_171.jpg,5125.0,139.17,98.77,215.79,5.8,24,1887,1175.49,0,24,156.78036802689277
bw_026.jpg,4807.0,140.14,127.48,239.41,6.37,22,1883,1352.64,0,22,129.76367985404374
bw_049.jpg,4517.0,197.85,110.41,214.79,8.6,24,1912,1309.83,0,23,164.13399511955032
cat_005.jpg,4700.0,206.71,94.2,197.22,8.99,23,2169,1439.31,0,23,181.0854390748912
