pic_3_3,CURRENT_FIX_DURATION,CURRENT_SAC_AMPLITUDE,CURRENT_SAC_AVG_VELOCITY,AVERAGE_FIXATION_DURATION,AVERAGE_SACCADE_AMPLITUDE,FIXATION_COUNT,PUPIL_SIZE_MAX,PUPIL_SIZE_MEAN,PUPIL_SIZE_MIN,SACCADE_COUNT,calculated_result,FSI,SER,FSI2,PRR,SFB,OEI,PIS,SVI,FPCI,AS
act_001.jpg,5149.0,101.89,141.1,257.45,5.85,20,5608,4030.16,0,20,199.2579915859327,0.9523809523809523,0.7170302603800142,19.92261559295802,1.3911628414649877,0.022634939059779455,14376.679,0.39141090901874404,0.2785714285714286,1.2772998342908741,4.859951014291042
act_025.jpg,5635.0,84.63,171.68,313.06,6.95,18,4928,3518.69,0,18,206.65597068527973,0.9473684210526315,0.49009728978457257,17.94243138253837,1.4001233063139082,0.022129529389288673,14529.2784,0.40040742224457265,0.36578947368421055,1.6009932692936026,5.58529650500756
act_083.jpg,4294.0,0.0,95.1,268.38,7.37,16,4436,2318.29,0,15,210.0932553508676,1.0,0.0,15.940307372484966,1.9126543036877666,0.027359120944390823,0.0,0.913085470122322,0.4335294117647059,1.8514286699808993,6.565414229714612
act_151.jpg,5064.0,127.84,95.1,266.53,,19,4669,3421.1,0,19,130.4742363162075,0.95,1.3302809573361083,18.92871827458603,1.3643669092077964,,12157.583999999999,0.3646591274363695,,1.4797931094941703,3.3454932388771157
affe_001.jpg,5162.0,122.99,46.85,303.65,6.15,17,4767,3011.39,0,17,121.539982551933,0.9444444444444444,2.5703239289446183,16.944034137534878,1.5824644219373987,0.020187099950763173,5762.0815,0.5827963842663135,0.3416666666666667,1.7135895418587899,3.4725709300552285
affe_003.jpg,5270.0,129.77,225.88,263.5,7.28,20,5517,3867.39,0,20,172.812192509601,0.9523809523809523,0.5719763751763047,19.924385633270322,1.4261747135113059,0.027523629489603026,29312.447600000003,0.4264332189877443,0.3466666666666667,1.3623238608309918,4.214931524624415
affe_013.jpg,5008.0,73.56,105.08,333.87,5.41,15,5745,3848.96,0,14,122.54182074949492,1.0,0.6934389140271493,14.95505718637083,1.49222329582645,0.016155523038791173,7729.6848,0.4924830387848185,0.338125,1.3007927355089404,4.084727358316497
affe_087.jpg,5657.0,164.75,150.3,282.85,,20,5181,3725.35,0,20,164.45139358215488,0.9523809523809523,1.0888962326503635,19.92954025013211,1.3903685912488093,,24761.925000000003,0.39063695036698115,,1.5181075314986516,4.011009599564753
affe_155.jpg,6016.0,0.0,139.22,286.48,6.6,21,4890,3758.09,2038,20,168.7813343979334,1.0,0.0,20.92667315987199,1.3008467474840986,0.022958118825657434,0.0,0.30111276931384984,0.3,1.6003873277841179,4.018603199950795
affe_181.jpg,5177.0,134.94,139.22,345.13,9.2,15,5131,3549.51,0,14,159.35987644381723,1.0,0.9623448866067608,14.956808135671569,1.4451445003675527,0.026579608817496315,18786.3468,0.44542615004604963,0.575,1.4581003855784098,5.311995881460574
art_029.jpg,4527.0,89.02,1.66,238.26,5.16,19,5676,3866.04,0,18,168.17649014399464,1.0,33.46616541353383,18.920839254367635,1.4677893168935414,0.021566496698152637,147.77319999999997,0.4680479126153337,0.258,1.1706628325540982,4.42569710905249
art_041.jpg,4873.0,154.5,273.38,211.87,5.78,23,4726,3257.28,0,22,151.51874601368513,1.0,0.5630876886070414,22.89190585803542,1.450458524129295,0.027152722318786113,42237.21,0.45076543452373635,0.24083333333333334,1.4955743521121572,3.2938857829061985
art_051.jpg,5471.0,142.19,173.85,273.55,5.12,20,5201,4201.48,0,19,177.93015597680608,1.0,0.8132113239919931,19.927153523948277,1.2376025584892731,0.018648697869240574,24719.731499999998,0.23784051322076502,0.2438095238095238,1.301850335992081,4.448253899420152
art_161.jpg,5395.0,73.27,110.77,299.72,7.68,18,5127,3774.29,0,17,149.6858627382952,1.0,0.6555426321911068,17.94027666932695,1.358041369007414,0.02553870710295291,8116.117899999999,0.3583062493212442,0.40421052631578946,1.4290292931139066,4.1579406316193115
art_163.jpg,5134.0,148.35,27.89,342.27,7.82,15,5199,3602.44,0,15,221.03872195437089,0.9375,5.134994807892004,14.956156960992805,1.4427880025753168,0.022780901331313545,4137.4815,0.4430655151743889,0.48875,1.424749683635637,7.130281353366803
art_171.jpg,5326.0,167.89,223.4,231.57,8.2,23,4852,3803.28,0,22,208.4704894671152,1.0,0.7481729055258466,22.900632067764544,1.2754055958026222,0.03525820183170658,37506.626,0.27566845763193026,0.3416666666666666,1.4000021028946343,4.531967162328591
bw_026.jpg,5386.0,130.56,139.64,269.3,6.35,20,5140,3991.45,0,20,130.00755272410976,0.9523809523809523,0.9283276450511947,19.9260081391047,1.287430024170622,0.023492415834258228,18231.3984,0.2876804969379705,0.30238095238095236,1.349046324938321,3.170915920100238
bw_049.jpg,6017.0,110.66,95.49,300.85,6.74,20,5110,3891.08,2181,19,179.19975811204637,1.0,1.146854596331226,19.933741924797083,1.312922653182874,0.022328971343382475,10566.9234,0.31317958520893713,0.320952380952381,1.5459600008221825,4.479993952801159
cat_005.jpg,4776.0,82.0,60.37,238.8,4.55,20,5021,3477.64,0,19,152.69844076455186,1.0,1.3361577317907773,19.916597164303585,1.4433801715613,0.01897414512093411,4950.34,0.4436676402272153,0.21666666666666665,1.3729503484120231,3.8174610191137965
cat_146.jpg,5228.0,78.27,77.06,290.44,,18,5422,3749.43,0,18,192.5331243770864,0.9473684210526315,1.0026902382782474,17.938512215207247,1.4457008929642734,,6031.4862,0.44596752905666825,,1.3939734910396941,5.203597956137471
cat_195.jpg,5457.0,110.93,163.65,321.0,8.64,17,4661,3118.63,0,16,139.75090008278224,1.0,0.6737321591254176,16.9472049689441,1.4940874398566497,0.026832298136645963,18153.6945,0.4944079906912037,0.48000000000000004,1.7492459041617114,4.1103205906700655
cat_197.jpg,5777.0,110.27,108.61,320.94,6.9,18,4629,2857.1,0,17,161.26770630873764,1.0,1.0060213484171152,17.94433745418401,1.619607431510444,0.021432565074237436,11976.4247,0.6199573142997097,0.3631578947368421,2.0212728735873484,4.479658508576046
fra_027.jpg,5478.0,131.64,13.46,322.24,4.33,17,5088,3444.14,0,16,107.3159648066418,1.0,9.103734439834023,16.947160004949883,1.4768630592660967,0.013395619354040341,1771.8744,0.4771533232321474,0.24055555555555555,1.59006600602588,3.1563519060777
